1589182416471,DEBUG,ThreadA, ACPI: MCFG 0x000000008AC7B5B8 00003C (v01 Shuttl Shuttle  01072009 MSFT 00000097)
1589182416472,TRACE,main,get Sinus Wave -0.38221097486821864
1589182416473,TRACE,ThreadB, xor: automatically using best checksumming function   avx       
1589182416474,TRACE,ThreadA, ACPI BIOS Error (bug): Could not resolve symbol [_SB.PCI0.SAT0.PRT4._GTF.DSSP
1589182416476,INFO,main,get Sinus Wave -0.4188592257612955
1589182416477,DEBUG,ThreadB, hub 1-4:1.0: USB hub found
1589182416478,TRACE,ThreadA,get Sinus Wave -0.4369356813914485
1589182416480,TRACE,ThreadA,   node   0: [mem 0x000000008b3fe000-0x000000008b3fefff
1589182416481,TRACE,ThreadB, platform eisa.0: Cannot allocate resource for EISA slot 1
1589182416483,INFO,main, pci 0000:00:14.0: [8086:a12f
1589182416484,INFO,ThreadB, system 00:07: [mem 0xfed19000-0xfed19fff
1589182416487,FATAL,ThreadA, ACPI: Power Button [PWRB
1589182416489,TRACE,main, input: Logitech Wireless Mouse PID:4054 Mouse as /devices/pci0000:00/0000:00:14.0/usb1/1-4/1-4.3/1-4.3:1.1/0003:046D:C534.0003/0003:046D:4054.0006/input/input13
1589182416490,TRACE,ThreadA,get Sinus Wave -0.5414728825586373
1589182416491,DEBUG,main,get Sinus Wave -0.549853042349804
1589182416492,INFO,ThreadB,get Sinus Wave -0.5581782147779307
1589182416493,DEBUG,ThreadA, ACPI Error: Aborting method _SB.PCI0.SAT0.PRT4._GTF due to previous error (AE_NOT_FOUND) (20190703/psparse-529)
1589182416494,WARN,main," pnp 00:01: Plug and Play ACPI device, IDs PNP0501 (active)"
1589182416496,DEBUG,ThreadB, No Arguments are initialized for method [_GTF
1589182416497,TRACE,main, platform eisa.0: EISA: Cannot allocate resource for mainboard
1589182416498,DEBUG,ThreadA, rtc_cmos 00:05: RTC can wake from S4
1589182416499,TRACE,ThreadB,get Sinus Wave -0.6148440510454458
1589182416500,TRACE,main, thermal LNXTHERM:00: registered as thermal_zone0
1589182416501,TRACE,ThreadA, usb 1-2: new full-speed USB device number 3 using xhci_hcd
1589182416502,INFO,main, i8042: PNP: No PS/2 controller found.
1589182416503,DEBUG,ThreadB," VFS: Dquot-cache hash table entries: 512 (order 0, 4096 bytes)"
1589182416506,TRACE,ThreadA, Movable zone start for each node
1589182416507,TRACE,main, PTP clock support registered
1589182416508,TRACE,ThreadB,get Sinus Wave -0.6759021635318403
1589182416508,TRACE,main, [drm
1589182416513,DEBUG,ThreadA, pci 0000:00:16.0: [8086:a13a
1589182416516,INFO,main, Bluetooth: BNEP (Ethernet Emulation) ver 1.3
1589182416517,INFO,ThreadB, DMAR: RMRR base: 0x0000008b800000 end: 0x0000008fffffff
1589182416519,TRACE,main,get Sinus Wave -0.7592689136094736
1589182416520,TRACE,ThreadA,   8 disabled
1589182416521,TRACE,main, PM: Registered nosave memory: [mem 0xfec01000-0xfecfffff
1589182416522,TRACE,ThreadA,get Sinus Wave -0.7784468839124582
1589182416523,TRACE,ThreadB, EXT4-fs (md1): re-mounted. Opts: errors=remount-ro
1589182416524,TRACE,ThreadA, rfkill: input handler enabled
1589182416525,TRACE,ThreadA, cryptd: max_cpu_qlen set to 1000
1589182416526,TRACE,main,get Sinus Wave -0.8029264793893962
1589182416528,WARN,ThreadA,get Sinus Wave -0.8146869316021519
1589182416529,TRACE,ThreadB, Calgary: detecting Calgary via BIOS EBDA area
1589182416531,INFO,ThreadA,get Sinus Wave -0.8317140936728168
1589182416532,TRACE,main, fb0: switching to inteldrmfb from VESA VGA
1589182416538,WARN,ThreadB, EDAC MC: Ver: 3.0.0
1589182416539,TRACE,ThreadA, Spectre V1 : Mitigation: usercopy/swapgs barriers and __user pointer sanitization
1589182416540,TRACE,ThreadA, Key type encrypted registered
1589182416541,DEBUG,main," Last level dTLB entries: 4KB 64, 2MB 0, 4MB 0, 1GB 4"
1589182416542,DEBUG,ThreadB, system 00:08: [mem 0xfe410000-0xfe7fffff
1589182416545,DEBUG,ThreadA,get Sinus Wave -0.9010520809955197
1589182416547,TRACE,main,get Sinus Wave -0.9095449139207897
1589182416549,INFO,main," system 00:04: Plug and Play ACPI device, IDs PNP0c02 (active)"
1589182416550,INFO,ThreadB, BIOS-e820: [mem 0x0000000082e85000-0x0000000089d25fff
1589182416551,INFO,ThreadA, platform eisa.0: Cannot allocate resource for EISA slot 4
1589182416553,TRACE,ThreadB,get Sinus Wave -0.9328300983938612
1589182416554,TRACE,ThreadB, Key type blacklist registered
1589182416555,TRACE,main,get Sinus Wave -0.9398488937763714
1589182416556,TRACE,main,get Sinus Wave -0.9432178256329435
1589182416558,TRACE,ThreadB,get Sinus Wave -0.9496723859304612
1589182416560,TRACE,ThreadA, Freeing unused decrypted memory: 2040K
1589182416563,DEBUG,ThreadB, system 00:0a: [mem 0xfdae0000-0xfdaeffff
1589182416564,TRACE,ThreadA,"   DMA32 zone: 560803 pages, LIFO batch:63"
1589182416565,DEBUG,main, raid6: sse2x2   xor()  8689 MB/s
1589182416568,TRACE,main, ACPI Error: Aborting method _SB.PCI0.SAT0.PRT5._GTF due to previous error (AE_NOT_FOUND) (20190703/psparse-529)
1589182416573,DEBUG,ThreadB, EDAC MC: Ver: 3.0.0
1589182416574,TRACE,ThreadA,get Sinus Wave -0.9874480792296839
1589182416575,TRACE,ThreadB,get Sinus Wave -0.988978154285579
1589182416578,TRACE,ThreadA,get Sinus Wave -0.9929744077565982
1589182416581,TRACE,ThreadB, pci_bus 0000:00: root bus resource [mem 0x90000000-0xdfffffff window
1589182416583,INFO,main, system 00:03: [io  0x164e-0x164f
1589182416584,TRACE,ThreadA, ACPI: Local APIC address 0xfee00000
1589182416586,INFO,ThreadB, intel_rapl_common: Found RAPL domain core
1589182416587,TRACE,main,get Sinus Wave -0.9995908462665074
1589182416588,TRACE,ThreadA,get Sinus Wave -0.9998268626199257
1589182416589,TRACE,ThreadB, PPP generic driver version 2.4.2
1589182416591,INFO,main, raid6: using avx2x2 recovery algorithm
1589182416593,TRACE,ThreadA, Reserving Intel graphics memory at [mem 0x8c000000-0x8fffffff
1589182416598,TRACE,ThreadB, cryptd: max_cpu_qlen set to 1000
1589182416599,INFO,main,get Sinus Wave -0.9958266679261282
1589182416600,DEBUG,ThreadB," smp: Brought up 1 node, 4 CPUs"
1589182416602,INFO,main," e1000e 0000:00:1f.6 eth0: MAC: 12, PHY: 12, PBA No: FFFFFF-0FF"
1589182416603,INFO,ThreadA, pci 0000:00:14.0: PME# supported from D3hot D3cold
1589182416604,TRACE,main,get Sinus Wave -0.9900206481950805
1589182416605,TRACE,ThreadB, PM: Registered nosave memory: [mem 0x000a0000-0x000dffff
1589182416606,WARN,main, microcode: Microcode Update Driver: v2.2.
1589182416608,TRACE,ThreadA,get Sinus Wave -0.9835935241960975
1589182416609,TRACE,ThreadB,get Sinus Wave -0.9817403420123021
1589182416610,WARN,ThreadA,get Sinus Wave -0.9797889821183927
1589182416612,TRACE,main, ACPI: Dynamic OEM Table Load:
1589182416613,INFO,ThreadB,get Sinus Wave -0.9733482739992882
1589182416614,TRACE,ThreadB,get Sinus Wave -0.9710062711240479
1589182416615,TRACE,main, TCP: Hash tables configured (established 131072 bind 65536)
1589182416616,TRACE,ThreadA,get Sinus Wave -0.966031196504912
1589182416619,INFO,main, shpchp: Standard Hot Plug PCI Controller Driver version: 0.4
1589182416620,TRACE,ThreadB," usb 1-4.4: New USB device found, idVendor=046d, idProduct=c318, bcdDevice=55.03"
1589182416621,INFO,ThreadA, ACPI: Enabled 6 GPEs in block 00 to 7F
1589182416621,TRACE,main,get Sinus Wave -0.9519082521312826
1589182416623,TRACE,ThreadB,get Sinus Wave -0.9455904719259103
1589182416624,TRACE,ThreadA, tsc: Refined TSC clocksource calibration: 3192.054 MHz
1589182416626,INFO,main, NET: Registered protocol family 17
1589182416627,INFO,ThreadB,get Sinus Wave -0.9318228672737633
1589182416630,TRACE,ThreadA, pci_bus 0000:00: root bus resource [io  0x0000-0x0cf7 window
1589182416633,TRACE,ThreadB, NET: Registered protocol family 1
1589182416635,WARN,ThreadA," DMI: Shuttle Inc. SH170/FH170, BIOS 2.07 07/28/2017"
1589182416636,DEBUG,ThreadB, rfkill: input handler enabled
1589182416638,WARN,ThreadA, ACPI: LAPIC_NMI (acpi_id[0x04
1589182416641,WARN,ThreadB, Platform Keyring initialized
1589182416642,WARN,main,get Sinus Wave -0.8671265885065118
1589182416643,TRACE,ThreadA, No Arguments are initialized for method [_GTF
1589182416643,INFO,ThreadA, ACPI: INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl)
1589182416644,DEBUG,main, x86/fpu: xstate_offset[2
1589182416645,INFO,ThreadB, PM: Registered nosave memory: [mem 0x8a954000-0x8afe4fff
1589182416647,TRACE,main, TCP: Hash tables configured (established 131072 bind 65536)
1589182416648,TRACE,ThreadB, system 00:07: [mem 0xfed18000-0xfed18fff
1589182416649,TRACE,ThreadA, pnp: PnP ACPI init
1589182416657,TRACE,ThreadB, check: Scanning for low memory corruption every 60 seconds
1589182416658,INFO,main, resource sanity check: requesting [mem 0xfdffe800-0xfe0007ff
1589182416659,DEBUG,ThreadA,get Sinus Wave -0.7703590400173642
1589182416660,DEBUG,main,get Sinus Wave -0.7639443775311633
1589182416661,INFO,ThreadB," ata5.00: ATA-9: WDC WD20EZRZ-00Z5HB0, 80.00A80, max UDMA/133"
1589182416662,DEBUG,ThreadA, system 00:03: [io  0x1800-0x18fe
1589182416664,INFO,ThreadB, zswap: loaded using pool lzo/zbud
1589182416665,TRACE,ThreadA,get Sinus Wave -0.7307395035299893
1589182416666,TRACE,main, intel_rapl_common: Found RAPL domain package
1589182416667,TRACE,ThreadB, rcu: RCU calculated value of scheduler-enlistment delay is 25 jiffies.
1589182416668,DEBUG,ThreadA,get Sinus Wave -0.7099335912630598
1589182416670,DEBUG,main,get Sinus Wave -0.7028553631968396
1589182416671,DEBUG,ThreadA,get Sinus Wave -0.6884901407364108
1589182416672,TRACE,ThreadB, Freeing unused decrypted memory: 2040K
1589182416673,INFO,ThreadA,get Sinus Wave -0.6738481620351523
1589182416674,INFO,main,get Sinus Wave -0.6664257239092922
1589182416675,TRACE,ThreadB," ata6.00: ATA-9: WDC WD20EZRZ-00Z5HB0, 80.00A80, max UDMA/133"
1589182416677,INFO,main, fuse: init (API version 7.31)
1589182416678,TRACE,ThreadA, Platform Keyring initialized
1589182416679,TRACE,main," Dentry cache hash table entries: 2097152 (order: 12, 16777216 bytes, linear)"
1589182416680,TRACE,ThreadB, ACPI: SSDT 0xFFFF9E085C24B800 00065C (v02 PmRef  ApIst    00003000 INTL 20160422)
1589182416681,TRACE,ThreadA, ACPI: Enabled 6 GPEs in block 00 to 7F
1589182416682,TRACE,main,get Sinus Wave -0.6047122469657789
1589182416683,INFO,ThreadB, intel_pmc_core INT33A1:00:  initialized
1589182416684,DEBUG,main," e1000e 0000:00:1f.6 eth0: MAC: 12, PHY: 12, PBA No: FFFFFF-0FF"
1589182416687,FATAL,ThreadB," BRK [0x16ee0a000, 0x16ee0afff"
1589182416689,INFO,ThreadA, i2c /dev entries driver
1589182416690,TRACE,ThreadB, NODE_DATA(0) allocated [mem 0x46efd5000-0x46effffff
1589182416692,TRACE,main, ACPI: SSDT 0x000000008AC83C50 000141 (v02 INTEL  HdaDsp   00000000 INTL 20160422)
1589182416693,DEBUG,ThreadB, Zone ranges:
1589182416694,TRACE,ThreadA, pci 0000:00:1f.4: reg 0x20: [io  0xf040-0xf05f
1589182416696,INFO,ThreadB,get Sinus Wave -0.4876579918462363
1589182416697,TRACE,ThreadA, raid6: avx2x2   gen() 32119 MB/s
1589182416698,TRACE,ThreadA,get Sinus Wave -0.47890320617951193
1589182416698,TRACE,main, RAPL PMU: hw unit of domain dram 2^-14 Joules
1589182416700,DEBUG,ThreadB, input: Sleep Button as /devices/LNXSYSTM:00/LNXSYBUS:00/PNP0C0E:00/input/input0
1589182416701,TRACE,main, *** VALIDATE cgroup2 ***
1589182416703,TRACE,ThreadB,get Sinus Wave -0.4253997310015983
1589182416704,TRACE,ThreadA, platform eisa.0: Cannot allocate resource for EISA slot 5
1589182416709,WARN,ThreadB, audit: initializing netlink subsys (disabled)
1589182416710,DEBUG,ThreadA, ACPI: Early table checksum verification disabled
1589182416713,DEBUG,ThreadB, pci 0000:00:1f.2: [8086:a121
1589182416714,WARN,ThreadA," hpet0: 8 comparators, 64-bit 24.000000 MHz counter"
1589182416716,TRACE,main,get Sinus Wave -0.3044913420288638
1589182416717,TRACE,ThreadB,get Sinus Wave -0.29495090660470275
1589182416718,TRACE,ThreadA, hub 1-0:1.0: 16 ports detected
1589182416719,TRACE,ThreadB, ACPI: PCI Interrupt Link [LNKA
1589182416720,DEBUG,ThreadA," system 00:0a: Plug and Play ACPI device, IDs PNP0c02 (active)"
1589182416721,TRACE,main, pci 0000:00:02.0: reg 0x10: [mem 0xde000000-0xdeffffff 64bit
1589182416722,TRACE,ThreadB,get Sinus Wave -0.2468273177070351
1589182416724,FATAL,ThreadA, AVX2 version of gcm_enc/dec engaged.
1589182416725,TRACE,main, sd 4:0:0:0: [sda
1589182416726,TRACE,ThreadB, e1000e: Intel(R) PRO/1000 Network Driver - 3.2.6-k
1589182416727,INFO,ThreadA, BIOS-e820: [mem 0x00000000fee00000-0x00000000fee00fff
1589182416728,TRACE,main, input: Logitech Logitech Illuminated Keyboard Consumer Control as /devices/pci0000:00/0000:00:14.0/usb1/1-4/1-4.4/1-4.4:1.1/0003:046D:C318.0005/input/input11
1589182416729,TRACE,ThreadA,get Sinus Wave -0.17844248195920104
1589182416731,TRACE,ThreadB,get Sinus Wave -0.158730530875234
1589182416733,WARN,ThreadA," tun: Universal TUN/TAP device driver, 1.6"
1589182416734,INFO,main, NET: Registered protocol family 2
1589182416738,TRACE,ThreadA, pci 0000:00:16.0: [8086:a13a
1589182416739,INFO,main, mce: CPU0: Thermal monitoring enabled (TM1)
1589182416740,TRACE,ThreadB, PM: Registered nosave memory: [mem 0x90000000-0xdfffffff
1589182416742,TRACE,ThreadA,get Sinus Wave -0.049384044237904344
1589182416743,TRACE,ThreadB, pci 0000:00:1f.2: [8086:a121
1589182416744,TRACE,ThreadA,get Sinus Wave -0.029399444597911526
1589182416745,TRACE,main, software IO TLB: mapped [mem 0x85d26000-0x89d26000
1589182416747,TRACE,ThreadB,get Sinus Wave 5.950978917797748E-4
1589182416749,DEBUG,ThreadA, scsi 2:0:0:0: CD-ROM            PLEXTOR  DVDR   PX-L890SA 1.06 PQ: 0 ANSI: 5
1589182416750,ERROR,main,   node   0: [mem 0x0000000100000000-0x000000046effffff
1589182416752,WARN,main,get Sinus Wave 0.0505746575398972
1589182416753,DEBUG,ThreadA, Bluetooth: Core ver 2.22
1589182416754,TRACE,ThreadB,get Sinus Wave 0.07053807363196286
1589182416756,DEBUG,ThreadA, BIOS-e820: [mem 0x000000000009c400-0x000000000009ffff
1589182416756,INFO,main, *** VALIDATE cgroup1 ***
1589182416762,DEBUG,ThreadA, PCI-DMA: Using software bounce buffering for IO (SWIOTLB)
1589182416763,INFO,ThreadB,get Sinus Wave 0.1599055246542563
1589182416764,TRACE,ThreadA, Bluetooth: BNEP filters: protocol multicast
1589182416766,WARN,main,get Sinus Wave 0.17961532524503207
1589182416767,TRACE,ThreadB, libphy: Fixed MDIO Bus: probed
1589182416769,DEBUG,main, PM:   Magic number: 0:774:368
1589182416769,TRACE,ThreadA,get Sinus Wave 0.21881153007563453
1589182416770,TRACE,ThreadA,get Sinus Wave 0.22855832120100764
1589182416771,INFO,ThreadB,get Sinus Wave 0.2382804032287794
1589182416773,DEBUG,ThreadB,get Sinus Wave 0.2576558241633801
1589182416774,DEBUG,ThreadA, pci_bus 0000:00: resource 5 [io  0x0d00-0xffff window
1589182416775,INFO,main, Freeing unused kernel image memory: 2676K
1589182416776,DEBUG,ThreadB, ata6.00: configured for UDMA/133
1589182416778,DEBUG,ThreadA," tcp_listen_portaddr_hash hash table entries: 8192 (order: 5, 131072 bytes, linear)"
1589182416779,FATAL,ThreadB," Last level iTLB entries: 4KB 128, 2MB 8, 4MB 8"
1589182416780,DEBUG,main, Key type encrypted registered
1589182416781,TRACE,main, raid6: using algorithm avx2x4 gen() 36388 MB/s
1589182416782,DEBUG,ThreadB, Yama: becoming mindful.
1589182416784,TRACE,ThreadA, found SMP MP-table at [mem 0x000fcba0-0x000fcbaf
1589182416785,TRACE,ThreadB,get Sinus Wave 0.371474041785301
1589182416786,TRACE,ThreadA, pci 0000:00:02.0: reg 0x18: [mem 0xc0000000-0xcfffffff 64bit pref
1589182416788,DEBUG,ThreadA," rtc_cmos 00:05: alarms up to one day, y3k, 242 bytes nvram, hpet irqs"
1589182416789,INFO,ThreadB,get Sinus Wave 0.4083038278051325
1589182416790,DEBUG,main,get Sinus Wave 0.4174119295334665
1589182416793,TRACE,ThreadB, system 00:0a: [mem 0xfdaf0000-0xfdafffff
1589182416795,TRACE,ThreadA,get Sinus Wave 0.46230822795789145
1589182416796,WARN,main,get Sinus Wave 0.4711506773752398
1589182416797,TRACE,main,get Sinus Wave 0.4799477012443993
1589182416798,TRACE,main, NODE_DATA(0) allocated [mem 0x46efd5000-0x46effffff
1589182416799,TRACE,ThreadA," BRK [0x16ee07000, 0x16ee07fff"
1589182416800,TRACE,ThreadB, PM: Registered nosave memory: [mem 0xfec01000-0xfecfffff
1589182416804,TRACE,main, system 00:03: [io  0xffff
1589182416805,TRACE,main, ACPI: SSDT 0x000000008AC83D98 00029F (v02 INTEL  sensrhub 00000000 INTL 20160422)
1589182416806,INFO,main,get Sinus Wave 0.5568555421847741
1589182416810,TRACE,ThreadA, input: HDA Intel PCH Line Out Surround as /devices/pci0000:00/0000:00:1f.3/sound/card0/input22
1589182416811,WARN,main,get Sinus Wave 0.5976737009652819
1589182416812,TRACE,ThreadB, ohci_hcd: USB 1.1 'Open' Host Controller (OHCI) Driver
1589182416813,WARN,ThreadA," Serial: 8250/16550 driver, 32 ports, IRQ sharing enabled"
1589182416814,WARN,main," clocksource: hpet: mask: 0xffffffff max_cycles: 0xffffffff, max_idle_ns: 79635855245 ns"
1589182416816,INFO,ThreadB,get Sinus Wave 0.636996448074753
1589182416818,TRACE,ThreadB,get Sinus Wave 0.6522857069287067
1589182416819,WARN,main," ACPI FADT declares the system doesn't support PCIe ASPM, so disable it"
1589182416821,TRACE,ThreadA,get Sinus Wave 0.6673140482538672
1589182416821,INFO,main, ata5.00: configured for UDMA/133
1589182416822,TRACE,ThreadB,get Sinus Wave 0.6820740658283423
1589182416823,TRACE,main, Key type id_resolver registered
1589182416824,INFO,ThreadB,get Sinus Wave 0.6965626709317844
1589182416825,TRACE,ThreadB,   node   0: [mem 0x0000000100000000-0x000000046effffff
1589182416825,FATAL,ThreadA, x86/PAT: Configuration [0-7
1589182416826,INFO,main,get Sinus Wave 0.7107726475004931
1589182416827,TRACE,ThreadB, ... event mask:             00000007000000ff
1589182416828,INFO,main, ACPI: Local APIC address 0xfee00000
1589182416829,TRACE,ThreadA,get Sinus Wave 0.7315527810025818
1589182416829,DEBUG,ThreadA, e1000e 0000:00:1f.6 0000:00:1f.6 (uninitialized): registered PHC clock
1589182416830,TRACE,main, hub 1-4:1.0: USB hub found
1589182416831,DEBUG,ThreadB, pci_bus 0000:00: resource 5 [io  0x0d00-0xffff window
1589182416832,DEBUG,ThreadA, ACPI: SSDT 0xFFFF9E085C3BB400 0003FF (v02 PmRef  Cpu0Cst  00003001 INTL 20160422)
1589182416833,DEBUG,ThreadB, e820: reserve RAM buffer [mem 0x0009c400-0x0009ffff
1589182416834,TRACE,main, logitech-hidpp-device 0003:046D:4054.0006: HID++ 4.5 device connected.
1589182416835,WARN,ThreadA,get Sinus Wave 0.7647130773819046
1589182416836,TRACE,ThreadB, pci 0000:00:17.0: reg 0x14: [mem 0xdf04c000-0xdf04c0ff
1589182416836,DEBUG,main, ... value mask:             0000ffffffffffff
1589182416837,INFO,ThreadA, shpchp: Standard Hot Plug PCI Controller Driver version: 0.4
1589182416838,INFO,ThreadA,get Sinus Wave 0.7898687451150568
1589182416839,TRACE,ThreadB, EDAC MC: Ver: 3.0.0
1589182416840,INFO,main,get Sinus Wave 0.8019757509816148
1589182416842,DEBUG,main,get Sinus Wave 0.813761962556844
1589182416843,TRACE,ThreadB, pci 0000:00:14.0: reg 0x10: [mem 0xdf030000-0xdf03ffff 64bit
1589182416845,INFO,ThreadA, sd 4:0:0:0: [sda
1589182416846,TRACE,main,get Sinus Wave 0.8308295131124857
1589182416846,TRACE,ThreadB, md0: detected capacity change from 0 to 19982712832
1589182416847,TRACE,ThreadA, platform eisa.0: Cannot allocate resource for EISA slot 6
1589182416848,DEBUG,ThreadB,get Sinus Wave 0.8471483254807322
1589182416849,INFO,ThreadA," hid-generic 0003:046D:4054.0006: input,hidraw5: USB HID v1.11 Mouse [Logitech Wireless Mouse PID:4054"
1589182416852,INFO,ThreadB," system 00:04: Plug and Play ACPI device, IDs PNP0c02 (active)"
1589182416855,INFO,main, ACPI: PCI Interrupt Link [LNKH
1589182416856,TRACE,ThreadB, Segment Routing with IPv6
1589182416857,DEBUG,ThreadA, [mem 0x90000000-0xdfffffff
1589182416859,INFO,main,get Sinus Wave 0.8959634152834657
1589182416860,WARN,ThreadB, ACPI: UEFI 0x000000008AC82C68 000042 (v01 INTEL  EDK2     00000002      01000013)
1589182416861,TRACE,ThreadA, PM: Registered nosave memory: [mem 0xfec01000-0xfecfffff
1589182416862,DEBUG,main, e1000e: Intel(R) PRO/1000 Network Driver - 3.2.6-k
1589182416863,TRACE,ThreadB, input: Sleep Button as /devices/LNXSYSTM:00/LNXSYBUS:00/PNP0C0E:00/input/input0
1589182416863,ERROR,ThreadA,get Sinus Wave 0.9170405316936658
1589182416864,TRACE,main, Freeing unused kernel image memory: 2008K
